Tickers,Analyst Rating,Industry,Working Capital,,,,,Quick Ratio,,,,,EPS,,,,,PE Ratio,,,,,Short to Long Term Debt,,,,,ROE,,,,,Current,,,,,Net Project Margin,,,,,Ave 30 day Volume,Ave 6 month Volume,Ave 3 month Volume,Volume 5day ave,PX 1 Yr Ago,PX 6 Months Ago,PX 3m ago,PX 1 Day ago
PEAK UN Equity,3.900000095,Financial,#N/A N/A,,,,,#N/A N/A,,,,,0.13,-0.03,-0.09,0.09,0.55,54.24,58.46,72.43,55.36,30.29,5916.71,6445.44,6756.73,6508.22,6545.91,19.54,17.42,15.09,0.73,3.98,#N/A N/A,,,,,14.09,-2.77,-8.53,8.19,47.69,1845279.63,1345048.375,1384553.25,1180223.375,32.68,34.65,23.12,28.47
PSA UN Equity,2.875,Financial,#N/A N/A,,,,,#N/A N/A,,,,,1.73,1.76,1.94,1.88,1.80,28.90,32.66,33.23,29.23,27.06,1406.15,1908.11,2179.94,1902.49,2438.67,30.33,29.51,29.88,25.22,25.70,#N/A N/A,,,,,53.19,52.05,54.56,53.80,51.13,332907.66,341914.2188,307497.1875,291402,245.22,214.46,203.73,199.36
CI UN Equity,4.769230843,"Consumer, Non-cyclical",-11833.00,-11158.00,-13279.00,-10293.00,-9503.00,0.53,0.53,0.51,0.41,0.43,3.61,3.73,3.60,2.60,3.19,13.31,14.32,14.64,18.35,14.09,41170.00,39870.00,39410.00,38038.00,37097.00,10.92,12.61,14.18,11.82,11.24,0.64,0.65,0.61,0.74,0.76,3.61,3.63,3.50,2.55,3.07,416999.34,583197.0625,418722.75,501041.1875,163.44,206.92,173.49,190.49
WMT UN Equity,4.361111164,"Consumer, Cyclical",-15580.00,-18149.00,-18912.00,-15872.00,-15984.00,0.18,0.18,0.18,0.17,0.20,1.27,1.34,1.27,1.16,1.46,19.83,22.51,24.27,23.91,22.98,54170.00,71635.00,71002.00,72118.00,72433.00,8.87,11.66,18.16,20.09,20.22,0.80,0.77,0.76,0.81,0.79,2.66,3.10,2.77,2.57,2.92,2098720.75,2432219.5,2224009,2033959.25,111.98,117.65,126.07,119.21
HES UN Equity,4.192307472,Energy,1563.00,1352.00,1054.00,646.00,2323.00,1.35,1.28,1.14,0.94,1.38,0.09,-0.02,-0.70,-0.73,-8.00,#N/A N/A,,,,,7650.00,7249.00,7172.00,7932.00,8930.00,-1.89,-0.50,-2.29,-4.63,-34.74,1.69,1.58,1.45,1.26,2.19,2.04,-0.36,-13.42,-13.19,-179.69,665127.69,889600.0625,735594.9375,641998,63.01,70.86,35.13,51.49
ZBH UN Equity,4.321428776,"Consumer, Non-cyclical",2244.20,713.40,627.60,1282.40,2591.30,0.80,0.45,0.44,0.58,0.92,1.20,0.65,2.10,1.56,-2.46,24.79,22.59,25.74,27.14,18.53,9081.00,8987.20,8616.80,8501.10,9674.20,-2.62,-3.03,-0.74,9.57,3.22,2.00,1.19,1.17,1.37,1.69,12.46,6.72,22.78,15.09,-28.51,374621.06,390155.0938,365396.6875,536923.8125,117.81,147.95,97.94,120.61
DG UN Equity,4.310344696,"Consumer, Cyclical",1647.16,627.05,606.87,562.50,634.31,0.08,0.07,0.06,0.06,0.05,1.85,1.49,1.65,1.43,2.11,19.77,21.97,24.94,24.06,22.40,2864.69,10866.07,10969.98,11392.47,11696.48,25.34,25.13,24.82,25.54,26.11,1.55,1.16,1.14,1.12,1.14,7.27,5.81,6.11,5.23,7.48,744063.13,639155.5,618486,1037409.188,139.95,154.54,169.65,189.48
LDOS UN Equity,4.466666698,Technology,538.00,668.00,397.00,479.00,-1422.00,1.05,1.11,0.95,1.03,0.52,1.30,0.94,1.13,1.27,0.81,17.76,22.39,22.65,25.82,21.64,3488.00,3442.00,3452.00,3444.00,4737.00,19.87,19.48,20.12,19.85,17.84,1.23,1.30,1.16,1.21,0.67,7.33,4.99,5.68,6.13,3.98,369954.47,362389.1875,358106.5,451617.5938,82.02,100.36,94.89,93.64
DLTR UW Equity,3.962962866,"Consumer, Cyclical",2197.60,266.80,246.80,392.60,722.90,0.25,0.18,0.15,0.10,0.18,-9.69,1.13,0.76,1.08,0.52,19.45,20.00,22.93,19.10,15.39,4265.30,10332.30,10251.00,10108.80,10031.00,-24.81,-22.63,-23.34,-22.80,13.90,2.05,1.07,1.06,1.09,1.20,-37.18,4.61,3.14,4.45,1.95,1090997.75,1026719.313,933378.5,1175143.75,109.64,93.03,76.28,93.61
AMGN UW Equity,3.967741966,"Consumer, Non-cyclical",22445.00,20124.00,20314.00,5605.00,6986.00,2.37,2.41,2.28,1.01,1.10,3.20,3.59,3.29,2.87,3.09,14.62,14.04,14.76,18.52,15.68,33512.00,31111.00,30277.00,30431.00,31848.00,61.05,61.92,63.83,70.73,75.55,2.77,2.89,2.89,1.44,1.59,35.85,37.11,34.30,27.48,29.62,1199911.38,1249122.5,1147393,1500849.75,185.94,240.30,211.58,258.24
PYPL UW Equity,4.521739006,"Consumer, Non-cyclical",6256.00,6588.00,11408.00,11576.00,10735.00,0.29,0.29,0.41,0.42,0.39,0.57,0.70,0.39,0.43,0.07,53.96,59.45,50.09,49.45,47.01,2497.00,3006.00,5477.00,5472.00,8697.00,14.85,16.11,16.05,15.24,12.06,1.22,1.22,1.43,1.43,1.39,16.16,19.12,10.55,10.22,1.82,2861754.00,3342616.25,3164745.25,2480133,117.16,110.17,101.67,177.21
DUK UN Equity,3.888888836,Utilities,-3114.00,-3938.00,-3771.00,-5589.00,-4989.00,0.09,0.07,0.08,0.09,0.15,1.24,1.12,1.82,0.88,1.24,18.57,18.20,19.17,18.01,15.70,61003.00,62663.00,62168.00,63020.00,65835.00,6.86,7.53,8.03,8.36,8.33,0.75,0.71,0.72,0.62,0.67,14.60,14.17,19.34,11.04,15.77,1184095.25,1296508.75,1076414.875,1108264.75,89.68,90.84,81.25,81.84
OKE UN Equity,3.692307711,Energy,-346.89,-336.20,400.43,-549.96,396.89,0.50,0.54,0.89,0.42,0.94,0.82,0.75,0.75,0.77,-0.34,23.76,22.82,24.52,24.61,6.93,10356.35,11106.51,12530.22,12749.04,14264.16,18.61,19.28,19.42,19.95,13.30,0.79,0.81,1.26,0.73,1.36,12.13,12.69,13.66,12.02,-6.64,1695379.75,1461255.25,1586606.375,1740370.375,70.28,76.91,23.33,32.15
D UN Equity,3.705882311,Utilities,-3801.00,-3776.00,-5922.00,-3851.00,-3912.00,0.27,0.24,0.19,0.25,0.32,-0.86,0.07,1.19,1.21,-0.34,20.77,21.94,22.13,15.41,14.90,42833.00,42022.00,41331.00,38398.00,39724.00,5.67,3.94,4.29,5.46,6.40,0.61,0.60,0.51,0.61,0.63,-17.63,1.36,22.84,22.55,-6.01,1093170.63,1121765.75,988766.875,1037821.625,77.90,82.39,74.11,82.69
GS UN Equity,4.159999847,Financial,#N/A N/A,,,,,#N/A N/A,,,,,5.73,5.86,4.83,4.74,3.12,7.83,8.46,9.21,9.72,7.23,435850.00,442215.00,481713.00,459814.00,486161.00,12.29,11.81,10.87,9.99,8.53,#N/A N/A,,,,,17.07,17.11,14.69,13.88,9.96,863751.81,941082.3125,832163.3125,930372,207.90,233.95,158.23,197.40
AAPL UW Equity,4.162790775,Technology,29574.00,45269.00,57101.00,61070.00,47659.00,1.02,1.21,1.17,1.25,1.14,2.47,2.20,3.05,5.04,2.58,15.99,16.85,18.89,23.20,19.95,112630.00,108418.00,108047.00,116751.00,118761.00,49.13,52.69,55.92,55.47,62.09,1.32,1.50,1.54,1.60,1.50,19.93,18.67,21.37,24.22,19.29,9660271.00,11633028,9754765,9488863,204.23,299.80,262.47,364.11
BA UN Equity,3.392857075,Industrial,5894.00,2922.00,9810.00,4917.00,16509.00,0.14,0.1418,0.1594,0.1383,0.1999,3.79,-5.21,2.07,-1.79,-1.11,24.16,56.8909,86.631,74.3195,,15808.00,20333,25881,28532,38927,1504.08,,,,,1.07,1.0317,1.1068,1.0505,1.1747,9.38,-18.6782,5.8408,-5.639,-3.7142,5748625.00,4058038,5166384,5104599.5,355.86,333.74,148.77,180.81
MCD UN Equity,4.444444656,"Consumer, Cyclical",1584.80,675.40,-670.70,-63.10,3569.10,1.27,0.9844,0.7444,0.8624,1.7742,1.74,1.99,2.13,2.1,1.49,25.24,26.9404,27.5822,25.401,21.7186,45289.40,45293.1,45435.2,47556,52311.5,#N/A N/A,,,,,1.47,1.2085,0.8431,0.9826,1.895,26.44,28.3995,29.6081,29.3924,23.4791,1115613.50,1337320,1179310.25,1060958,211.24,202.33,177.04,183.52
UNH UN Equity,4.642857075,"Consumer, Non-cyclical",-16118.00,-20290.00,-19100.00,-19148.00,-19799.00,0.48,0.4334,0.4275,0.4219,0.4969,3.62,3.47,3.73,3.68,3.56,19.20,18.3191,15.8051,20.515,17.4514,41759.00,46291,48844,44637,51607,25.42,25.6184,25.4043,25.3202,25.3061,0.73,0.6745,0.6951,0.6901,0.7481,5.75,5.4344,5.8624,5.8144,5.2498,1161531.75,1486403.75,1305044,982787,246.99,291.55,248.34,298.26
MSFT UW Equity,4.783783913,Technology,106026.00,106132.00,107778.00,107434.00,111798.00,2.80,2.353,2.6794,2.6455,2.7309,1.15,1.72,1.4,1.53,1.41,27.58,28.3987,27.8747,29.2558,27.8381,86343.00,86455,85570,87147,84025,40.12,42.4106,42.8,43.8327,44.1965,2.97,2.5288,2.8545,2.8014,2.9043,28.81,39.1108,32.3037,31.564,30.7016,11846030.00,14540246,12543790,13034715,137.06,159.03,165.27,206.26
JPM UN Equity,3.857142925,Financial,#N/A N/A,,,,,#N/A N/A,,,,,2.65,2.83,2.69,2.58,0.79,10.95,11.7041,11.8999,13.4988,10.5589,737296.00,690591,710624,627959,741332,13.49,13.915,14.2096,14.6038,11.9136,#N/A N/A,,,,,31.52,33.4767,30.9465,28.2938,10.1412,5147018.00,4896234,4877432,5700535.5,113.49,138.23,89.46,92.66
AXP UN Equity,3.833333254,Financial,#N/A N/A,,,,,#N/A N/A,,,,,1.81,2.07,2.09,2.04,0.41,14.64,16.0357,14.9762,15.2002,12.9909,60446.00,60563,61292,64277,56085,32.06,31.1159,31.224,29.2366,25.199,#N/A N/A,,,,,13.77,15.0141,14.7902,13.9158,3.3285,1311236.13,1366758.25,1309253.875,1351377.75,125.40,124.06,83.87,94.33
DIS UN Equity,3.967741966,Communications,-10099.00,-13223.00,-3217.00,-7021.00,-2199.00,0.56,0.5023,0.5839,0.6878,0.8139,3.56,0.98,0.58,1.17,0.25,16.91,24.834,26.5565,32.4605,27.6576,56961.00,58234,47137,51932,59555,19.95,18.0463,16.061,14.8108,5.9675,0.77,0.7035,0.8974,0.7982,0.938,36.54,8.6935,5.5183,10.1016,2.5543,2997485.75,3716376.75,3338796.75,2832105.5,142.45,145.65,99.58,112.18
TRV UN Equity,3.095238209,Financial,#N/A N/A,,,,,#N/A N/A,,,,,3.01,2.11,1.52,3.37,2.34,14.73,15.6904,17.6537,14.2398,10.5588,7057.00,6558,6558,6558,6925,11.12,11.113,9.7905,10.66,9.7166,#N/A N/A,,,,,10.38,7.11,4.942,10.8272,7.5873,591892.06,620252.875,575818.75,544197.8125,154.09,137.17,98.98,112.46
V UN Equity,4.648648739,Financial,7110.00,7476.00,7555.00,4740.00,3965.00,1.14,1.1735,1.015,0.8152,0.8573,1.48,1.5567,1.5278,1.6618,1.5743,32.69,33.5875,32.0021,34.0959,28.8127,16630.00,16694,16729,17262,18479,38.75,41.4771,41.8297,42.3519,43.0904,1.62,1.6904,1.5632,1.2696,1.2487,54.19,53.0993,49.2912,54.0469,52.6819,2755286.75,3354147.5,2927934.5,2998494.5,176.66,189.19,169.44,195.67
JNJ UN Equity,4.333333492,"Consumer, Non-cyclical",12876.00,10446.00,9171.00,9310.00,10537.00,1.01,0.9546,0.9313,0.9389,0.9765,1.41,2.11,0.67,1.52,2.2,20.43,19.0449,20.2824,23.2962,20.1303,30273.00,30429,30210,28681,27583,24.02,26.4114,23.0405,25.3626,28.5508,1.44,1.3332,1.2608,1.2589,1.3128,18.73,27.2687,8.4568,19.3281,28.0122,2445340.75,2868544.75,2505824,2926786.25,140.57,144.10,139.76,140.97
CAT UN Equity,3.666666746,Industrial,11738.00,12054.00,11959.00,12572.00,11070.00,0.91,0.933,0.9294,0.9806,0.9001,3.29,2.85,2.69,2,2,11.73,11.7902,11.2343,12.9746,11.5541,36483.00,36945,38546,38291,37093,41.53,42.2399,39.2377,42.5682,35.7967,1.43,1.4346,1.4397,1.4723,1.4175,13.97,11.2251,11.7103,8.3536,10.268,873787.19,1111124.75,1026155.313,790737.625,135.49,148.34,120.43,127.72
RTX UN Equity,4.380952358,Industrial,3999.00,1636.00,2249.00,2911.00,7373.00,0.63,0.5791,0.589,0.6043,0.67,1.58,2.22,1.34,1.33,-0.1,9.76,9.581,10.0857,10.9238,6.8694,47788.00,48089,47255,46336,48445,15.14,14.3376,13.9995,13.8045,10.3804,1.13,1.0462,1.0632,1.0842,1.234,7.33,9.6771,5.8884,5.8462,-0.4558,2915374.50,2495095.25,3261795.25,2968599.5,78.17,90.64,57.56,61.79
NKE UN Equity,4.5,"Consumer, Cyclical",8515.00,8659.00,8158.00,8105.00,7464.00,1.18,1.1359,1.0285,1.0036,0.9245,0.70,0.63,0.87,0.71,0.54,32.89,33.7149,35.0448,35.4231,28.4472,3487.00,3479,6821,6922,6656,44.57,42.7435,47.3175,50.5752,47.9618,2.17,2.1008,2.0109,1.9808,1.9014,11.46,9.7113,12.8236,10.798,8.3828,2126491.25,2230557.5,1895952.625,2989131.25,86.82,101.83,84.63,98.43
WBA UW Equity,2.904761791,"Consumer, Cyclical",-5452.00,-6039.00,-7069.00,-9890.00,-9753.00,0.34,0.3223,0.3201,0.2796,0.2918,1.25,1.13,0.75,0.95,1.07,11.71,10.5888,11.1375,12.3745,10.1314,18041.00,17610,16836,42055,41924,19.70,18.5699,16.0787,15.0315,14.4074,0.78,0.759,0.7257,0.6647,0.6597,3.35,2.9632,1.9939,2.4608,2.641,2520018.50,2729078.25,2641596.5,2746735,55.19,59.59,42.63,41.98
MMM UN Equity,2.777777672,Industrial,7249.00,6786.00,10199.00,3749.00,5956.00,1.21,1.151,1.6342,0.7853,1.018,1.54,1.95,2.75,1.68,2.24,21.42,18.2351,17.2946,18.89,14.7174,17156.00,16672,20264,21299,23342,54.53,48.0047,47.2363,46.0245,50.0856,2.02,1.9341,2.3041,1.4065,1.6521,11.33,13.7927,19.8098,11.9467,16,1069527.88,1248858.75,1101490.25,752814.625,172.00,178.62,140.70,157.04
HD UN Equity,4.08571434,"Consumer, Cyclical",1813.00,880.00,1901.00,1609.00,1435.00,0.17,0.2134,0.2565,0.2261,0.1743,2.10,2.28,3.18,2.54,2.29,19.37,20.6032,22.7157,21.3385,18.2156,29202.00,34198,34540,35051,37377,#N/A N/A,,,,,1.11,1.0447,1.1011,1.0822,1.0781,8.85,9.5258,11.2812,10.1715,9.623,1319154.88,1487468,1341067.5,1174536.625,211.46,219.96,191.33,248.50
DOW UN Equity,3.559999943,Basic Materials,7032.00,7748.00,6136.00,7017.00,,0.70,0.7106,0.6772,0.7621,,0.74,0.1,0.45,-3.14,0.32,11.32,12.1621,11.2182,13.6133,7.8938,20196.00,20261,19156,20193,,-5.91,,,,,1.61,1.6917,1.5746,1.631,,5.07,0.681,3.0936,-22.7656,2.4463,1411478.50,1738476.5,1485335.25,1790644,49.31,52.21,30.54,41.59
MRK UN Equity,4.523809433,"Consumer, Non-cyclical",6808.00,4213.00,5458.00,5263.00,2691.00,0.88,0.7503,0.7958,0.7753,0.6649,1.13,1.04,0.74,0.92,1.27,18.51,17.6614,16.6173,17.4962,14.0527,26921.00,27580,27108,27350,27998,27.44,31.1216,31.431,37.4202,37.7605,1.37,1.2098,1.2639,1.2369,1.1146,26.95,22.7041,15.3344,19.8601,26.6982,3192434.25,3638615.5,3075071.25,2835481.25,85.60,91.64,80.31,78.78
CSCO UW Equity,3.758620739,Communications,23638.00,19398.00,16043.00,17119.00,17965.00,1.67,1.5572,1.3875,1.5424,1.6398,0.63,0.7,0.52,0.69,0.68,21.26,20.6107,17.8237,16.9091,13.7009,25630.00,23698,24666,19644,17093,27.74,31.6732,30.2729,28.1024,28.9667,1.80,1.6949,1.5059,1.696,1.8133,22.67,23.4913,16.4284,22.2357,23.9733,8877948.00,9096618,8177218,11953928,56.60,47.80,41.43,45.63
PG UN Equity,3.956521749,"Consumer, Non-cyclical",-6058.00,-7538.00,-8328.00,-11247.00,-5756.00,0.53,0.5077,0.4775,0.3804,0.609,1.07,-2.12,1.41,1.47,1.15,24.66,26.2432,27.3483,26.4926,22.7317,30270.00,30092,30406,29065,36901,20.04,7.578,8.3117,9.3231,9.5668,0.79,0.7488,0.7247,0.6271,0.825,16.67,-30.6599,20.1877,20.3783,16.9455,2440935.75,3039405.25,2550817.75,2944308.25,113.15,122.75,117.81,120.88
IBM UN Equity,3.380952358,Technology,13834.00,35166.00,3055.00,719.00,-1742.00,1.16,1.6347,0.8528,0.8204,0.7602,1.79,2.82,1.89,4.14,1.32,10.60,9.8506,11.0735,9.8522,8.0472,48705.00,72039,65433,68158,69453,49.88,48.3008,40.8669,50.1156,49.4202,1.36,1.8303,1.0871,1.0191,0.9572,8.75,13.0369,9.2745,16.8481,6.6872,1490868.75,1644433.125,1424278.5,1628711.75,141.38,134.10,114.82,119.70
VZ UN Equity,3.516129017,Communications,-5210.00,-4906.00,-4314.00,-7395.00,-352.00,0.69,0.7033,0.7073,0.6246,0.7512,1.22,0.95,1.26,1.23,1,12.45,11.9695,12.5703,11.4839,9.948,135627.00,134779,130772,133143,139184,30.04,29.1678,28.4069,33.6389,31.6871,0.87,0.8716,0.89,0.8352,0.9914,15.66,12.2977,15.7901,14.6513,13.1477,5003477.00,5049781,4528555,5739611.5,58.31,60.27,56.70,54.79
INTC UW Equity,3.577777863,Technology,10149.00,9534.00,4893.00,8929.00,17606.00,1.00,0.9225,0.7543,0.9315,1.2244,0.88,0.94,1.36,1.6,1.33,12.91,11.7716,12.8502,13.7152,10.8659,29102.00,29419,29480,29551,39919,28.40,27.0688,26.417,27.5784,30.2548,1.54,1.4838,1.1952,1.4002,1.7368,24.74,25.3196,31.2142,34.1679,28.5505,9833693.00,10128625,9105220,10475431,48.08,59.93,58.43,59.13
KO UN Equity,4.565217495,"Consumer, Non-cyclical",597.00,-5022.00,-1983.00,-6562.00,-4163.00,0.57,0.6211,0.6909,0.5615,0.682,0.39,0.61,0.61,0.48,0.65,22.11,23.7169,25.6255,25.9084,20.3848,45535.00,46428,43805,44155,50393,36.12,38.5437,41.9071,49.6079,55.8159,1.02,0.8291,0.921,0.7567,0.8715,19.30,26.0778,27.2746,22.5187,32.2637,5589933.50,5419445,5056596.5,5177568.5,52.11,54.67,46.67,44.88
XOM UN Equity,2.846153736,Energy,-15056.00,-18544.00,-14187.00,-13937.00,-14524.00,0.48,0.446,0.4776,0.4697,0.4984,0.55,0.73,0.75,1.33,-0.14,18.24,18.0691,19.9975,27.9872,21.056,44336.00,50528,52748,52628,59612,9.77,9.3608,7.7048,7.4796,6.097,0.77,0.7362,0.779,0.7822,0.7758,3.81,4.6377,4.9983,9.0283,-1.1064,6514603.00,7931499.5,6935172,6698252.5,76.13,70.87,40.47,44.08
CVX UN Equity,4.230769157,Energy,3720.00,4258.00,3755.00,1799.00,327.00,0.79,0.7962,0.8177,0.719,0.6626,1.40,2.28,1.38,-3.5304,1.93,15.27,15.8267,17.5001,20.0714,11.5962,37216.00,34697,36916,30858,32351,9.06,9.5472,8.5736,1.9574,2.5915,1.12,1.1477,1.1242,1.0678,1.0116,7.75,11.852,7.4183,-19.1184,12.1158,2639370.50,3125905.25,2741746,3019842.25,123.54,120.60,80.39,88.31
PFE UN Equity,3.777777672,"Consumer, Non-cyclical",15867.00,15043.00,-3515.00,-4501.00,848.00,0.72,0.7089,0.5011,0.4974,0.597,0.69,0.91,1.38,-0.06,0.61,24.88,24.5524,20.9127,16.4668,13.8692,46439.00,47964,53979,53474,52288,17.80,19.566,23.7803,25.725,25.5097,1.54,1.4697,0.9049,0.8793,1.025,29.61,38.0428,60.5678,-2.6561,28.2757,9549697.00,8563312,7934941.5,11062176,43.92,38.88,34.57,34.51
WMT UN Equity,4.361111164,"Consumer, Cyclical",-15580.00,-18149.00,-18912.00,-15872.00,-15984.00,0.18,0.1827,0.1827,0.1697,0.2025,1.27,1.34,1.27,1.16,1.46,19.83,22.5134,24.2699,23.9128,22.9757,54170.00,71635,71002,72118,72433,8.87,11.6558,18.1596,20.087,20.2236,0.80,0.7728,0.7644,0.8106,0.7945,2.66,3.1003,2.7689,2.5689,2.923,2098720.75,2432219.5,2224009,2033959.25,111.98,117.65,126.07,119.21
WIZZ LN Equity,4.599999905,"Consumer, Cyclical",528.90,909.40,250.60,,,1.26,1.5257,1.0533,,,-0.74,0.9947,4.1085,0.2934,-1.3938,20.01,12.1369,9.9692,9.8523,6.5133,1841.40,2018,2039.4,,,10.05,20.2948,23.0334,,,1.46,1.8495,1.1893,,,-12.44,10.4745,30.5329,3.3574,-24.6745,377419.30,552348.8,375047,187422,3622.00,3784.00,2366.00,3408.00
EZJ LN Equity,3.434782505,"Consumer, Cyclical",#N/A N/A,,,,,#N/A N/A,,,,,#N/A N/A,,,,,#N/A N/A,,,,,#N/A N/A,,,,,#N/A N/A,,,,,#N/A N/A,,,,,#N/A N/A,,,,,6870864.00,4367199,5721401,4990204,1026.50,1353.00,552.40,699.60
FHZN SW Equity,3.84210515,Industrial,#N/A N/A,,,,,#N/A N/A,,,,,#N/A N/A,,,,,#N/A N/A,,,,,#N/A N/A,,,,,#N/A N/A,,,,,#N/A N/A,,,,,#N/A N/A,,,,,173069.40,189138.8,181041.3,96770.8,182.10,171.40,119.00,126.00
AENA SM Equity,3.833333254,Industrial,-382.15,-1006.27,-992.04,-1327.77,-1271.59,0.52,0.1034,0.1064,0.3442,0.4098,0.91,2.8174,3.7014,2.1855,0.15,17.79,19.0493,17.7003,17.7341,11.2398,7130.12,7081.885,6899.036,6913.439,7484.681,22.65,25.5654,24.1492,23.1824,21.3334,0.76,0.409,0.4471,0.3618,0.5189,15.16,35.4331,41.308,31.3077,2.9635,371128.50,316606.4,323566.4,238848.2,173.35,168.25,114.90,124.40
ALGT US Equity,4,"Consumer, Cyclical",38.91,173.09,-23.83,-50.36,-13.11,0.95,1.164,0.7909,0.789,0.8649,3.52,4.33,2.7,3.72,-2.08,12.83,12.6873,11.6273,12.4071,8.9836,1381.89,1522.973,1376.116,1445.805,1560.488,24.21,25.1391,28.4083,29.0602,17.9694,1.07,1.2851,0.9566,0.9178,0.9824,12.65,14.345,10.0637,13.1263,-8.0671,370033.13,310463.5,361807.8125,317574.5938,144.73,171.00,74.86,109.22
RYAAY US Equity,4.333333492,"Consumer, Cyclical",-292.60,358.10,1025.30,304.10,-1014.30,0.79,0.9157,1.0506,0.8986,0.6973,#N/A N/A,,,,,#N/A N/A,,,,,3644.40,4535.1,4392.5,4323.1,4211.2,18.28,16.1995,15.0234,18.7049,12.7484,0.93,1.079,1.2711,1.0748,0.8159,-15.62,10.5042,29.576,4.6065,-49.3496,708645.19,795265.875,685477.5,280902.8125,67.66,86.85,57.11,66.72
PAC US Equity,3.599999905,Industrial,10096.86,3416.02,4362.88,4690.92,10360.96,5.56,1.3672,1.6493,1.9201,4.3666,#N/A N/A,,,,,#N/A N/A,,,,,16513.47,16556.925,16737.956,16437.043,18369.469,22.67,28.5668,26.9828,26.5767,25.9016,5.72,1.4127,1.7091,2.0031,4.5311,37.04,33.8311,31.1261,30.9756,35.7618,129224.53,125092.9922,144156.5156,87227.79688,107.72,120.01,46.90,70.95
IAG LN Equity,4.300000191,"Consumer, Cyclical",-2278.00,-1421.00,,,,0.68,0.7011,,,,0.04,0.3545,0.508,-0.0499,-0.848,5.47,4.6809,4.9169,8.689,2.6765,12808.00,14254,,,,31.99,25.338,,,,0.85,0.8885,,,,1.32,10.8699,13.7893,-1.5932,-36.7067,26816240.00,16618580,22286070,16703250,456.50,610.00,226.40,226.70
GD US Equity,4.476190567,Industrial,3485.00,1543.00,1924.00,2979.00,6301.00,0.29,0.2429,0.2449,0.2646,0.4814,2.59,2.8,3.17,3.53,2.45,14.95,16.1045,15.8345,14.7204,11.1654,15242.00,15583,15402,13787,19412,27.42,26.6254,25.6814,27.5317,27.0897,1.23,1.0857,1.1056,1.1773,1.3417,8.04,8.4354,9.3535,9.4681,8.0695,1495121.63,1977294.625,1865795.625,1214208.375,182.28,182.09,133.69,147.30
UAL US Equity,3.799999952,"Consumer, Cyclical",-7727.00,-7168.00,-7158.00,-6744.00,-8182.00,0.38,0.4482,0.4297,0.4223,0.3738,1.09,4.03,4.01,2.53,-6.86,8.09,8.0719,7.4492,7.2725,5.8364,20088.00,20183,20140,20450,23429,25.02,27.8285,27.2412,27.896,10.5411,0.50,0.5542,0.5438,0.5485,0.4914,3.05,9.2265,8.9982,5.8872,-21.3561,77727456.00,36310584,61141132,63948696,90.59,87.70,24.02,34.14
SKYW US Equity,4.714285851,"Consumer, Cyclical",-163.93,-147.40,-151.15,-164.33,-250.88,0.66,0.6791,0.675,0.6523,0.6031,1.71,1.72,1.8,1.44,0.6,9.09,9.7072,8.8717,9.7628,4.7446,3445.73,3411.606,3326.548,3347.158,3249.88,16.59,16.6825,16.5472,16.4327,13.5401,0.83,0.8411,0.8428,0.8223,0.754,12.18,11.8289,12.0136,9.7536,4.1083,787972.44,706636,772289.5,573156.1875,62.31,64.10,22.49,30.96
CPA US Equity,4.473684311,"Consumer, Cyclical",-61.35,-49.03,40.57,236.81,246.79,0.76,0.7992,0.8747,0.9832,0.9952,2.11,1.2,2.45,0.06,1.75,14.87,17.9307,15.119,13.6415,5.9885,1728.13,1595.088,1432.399,1359.985,1466.621,2.03,2.0542,4.2048,13.2388,12.0646,0.95,0.9569,1.0394,1.2374,1.2312,13.30,7.885,14.6818,0.4,12.4734,853935.88,788419.4375,1027107,606471.1875,103.34,100.52,37.07,50.90
TXT US Equity,3.461538553,Industrial,3251.00,3417.00,3597.00,3395.00,4170.00,0.52,0.5158,0.5499,0.5923,0.7344,0.76,0.94,0.96,0.8703,0.22,14.92,15.35,12.92,11.7695,7.1205,4197.00,4376,4463,4093,5308,22.19,22.5276,15.6799,15.2194,12.7426,1.95,1.9547,1.9551,1.8827,1.9236,5.76,6.7245,6.7505,4.9318,1.8005,1903979.63,2032446.75,1823916.75,1636816,53.15,44.78,27.34,32.45
DAL US Equity,4.210526466,"Consumer, Cyclical",-14127.00,-14030.00,-13267.00,-11955.00,-9117.00,0.24,0.2293,0.2343,0.2839,0.4253,1.10,2.22,2.32,1.71,-0.84,8.86,8.8766,8.3227,8.1613,5.0066,17511.00,16371,16404,17255,22971,32.25,33.669,32.5803,32.8249,25.7384,0.34,0.3371,0.3436,0.4083,0.5299,6.97,11.5108,11.9029,9.6075,-6.2151,58716496.00,40069484,60474236,36002188,58.70,57.66,22.32,27.72
ADP FP Equity,3.136363745,Industrial,#N/A N/A,,,,,#N/A N/A,,,,,#N/A N/A,,,,,#N/A N/A,,,,,#N/A N/A,,,,,#N/A N/A,,,,,#N/A N/A,,,,,#N/A N/A,,,,,170822.60,125502.1,130879,130065,157.80,172.10,93.00,94.85
AZUL US Equity,3.666666746,"Consumer, Cyclical",-1607.70,-1846.51,-2006.22,-2723.29,-6181.35,0.51,0.5022,0.4928,0.4191,0.2231,#N/A N/A,,,,,#N/A N/A,,,,,12459.58,12635.959,13983.997,15624.777,20654.567,#N/A N/A,,,,,0.69,0.678,0.669,0.6031,0.3663,4.61,13.1984,-14.9737,-74.8008,-219.4556,5730643.00,2413443.25,3844788,3003109,38.05,40.45,8.87,11.61
